SIM_ID,ks,fl_mu_0,fl_mu_ratio,ftype_proportions_0,bpwr_mu_ratio,preburn_fraction,burn_fibers
DOE_2211201,1.8,0.5,6,0.3,3,0.002,True
DOE_2211210,1.8,0.5,6,0.3,3,0.006,False
DOE_2211211,1.8,0.5,6,0.3,3,0.006,True
DOE_2211220,1.8,0.5,6,0.3,3,0.01,False
DOE_2211221,1.8,0.5,6,0.3,3,0.01,True
DOE_2212000,1.8,0.5,6,0.5,1,0.002,False
DOE_2212001,1.8,0.5,6,0.5,1,0.002,True
DOE_2212010,1.8,0.5,6,0.5,1,0.006,False
DOE_2212011,1.8,0.5,6,0.5,1,0.006,True
DOE_2212020,1.8,0.5,6,0.5,1,0.01,False
DOE_2212021,1.8,0.5,6,0.5,1,0.01,True
DOE_2212100,1.8,0.5,6,0.5,2,0.002,False
DOE_2212101,1.8,0.5,6,0.5,2,0.002,True
DOE_2212110,1.8,0.5,6,0.5,2,0.006,False
DOE_2212111,1.8,0.5,6,0.5,2,0.006,True
DOE_2212120,1.8,0.5,6,0.5,2,0.01,False
DOE_2212121,1.8,0.5,6,0.5,2,0.01,True
DOE_2212200,1.8,0.5,6,0.5,3,0.002,False
DOE_2212201,1.8,0.5,6,0.5,3,0.002,True
DOE_2212210,1.8,0.5,6,0.5,3,0.006,False
DOE_2212211,1.8,0.5,6,0.5,3,0.006,True
DOE_2212220,1.8,0.5,6,0.5,3,0.01,False
DOE_2212221,1.8,0.5,6,0.5,3,0.01,True
DOE_2220000,1.8,0.5,10,0.1,1,0.002,False
DOE_2220001,1.8,0.5,10,0.1,1,0.002,True
DOE_2220010,1.8,0.5,10,0.1,1,0.006,False
DOE_2220011,1.8,0.5,10,0.1,1,0.006,True
DOE_2220020,1.8,0.5,10,0.1,1,0.01,False
DOE_2220021,1.8,0.5,10,0.1,1,0.01,True
DOE_2220100,1.8,0.5,10,0.1,2,0.002,False
DOE_2220101,1.8,0.5,10,0.1,2,0.002,True
DOE_2220110,1.8,0.5,10,0.1,2,0.006,False
DOE_2220111,1.8,0.5,10,0.1,2,0.006,True
DOE_2220120,1.8,0.5,10,0.1,2,0.01,False
DOE_2220121,1.8,0.5,10,0.1,2,0.01,True
DOE_2220200,1.8,0.5,10,0.1,3,0.002,False
DOE_2220201,1.8,0.5,10,0.1,3,0.002,True
DOE_2220210,1.8,0.5,10,0.1,3,0.006,False
DOE_2220211,1.8,0.5,10,0.1,3,0.006,True
DOE_2220220,1.8,0.5,10,0.1,3,0.01,False
DOE_2220221,1.8,0.5,10,0.1,3,0.01,True
DOE_2221000,1.8,0.5,10,0.3,1,0.002,False
DOE_2221001,1.8,0.5,10,0.3,1,0.002,True
DOE_2221010,1.8,0.5,10,0.3,1,0.006,False
DOE_2221011,1.8,0.5,10,0.3,1,0.006,True
DOE_2221020,1.8,0.5,10,0.3,1,0.01,False
DOE_2221021,1.8,0.5,10,0.3,1,0.01,True
DOE_2221100,1.8,0.5,10,0.3,2,0.002,False
DOE_2221101,1.8,0.5,10,0.3,2,0.002,True
DOE_2221110,1.8,0.5,10,0.3,2,0.006,False
DOE_2221111,1.8,0.5,10,0.3,2,0.006,True
DOE_2221120,1.8,0.5,10,0.3,2,0.01,False
DOE_2221121,1.8,0.5,10,0.3,2,0.01,True
DOE_2221200,1.8,0.5,10,0.3,3,0.002,False
DOE_2221201,1.8,0.5,10,0.3,3,0.002,True
DOE_2221210,1.8,0.5,10,0.3,3,0.006,False
DOE_2221211,1.8,0.5,10,0.3,3,0.006,True
DOE_2221220,1.8,0.5,10,0.3,3,0.01,False
DOE_2221221,1.8,0.5,10,0.3,3,0.01,True
DOE_2222000,1.8,0.5,10,0.5,1,0.002,False
DOE_2222001,1.8,0.5,10,0.5,1,0.002,True
DOE_2222010,1.8,0.5,10,0.5,1,0.006,False
DOE_2222011,1.8,0.5,10,0.5,1,0.006,True
DOE_2222020,1.8,0.5,10,0.5,1,0.01,False
DOE_2222021,1.8,0.5,10,0.5,1,0.01,True
DOE_2222100,1.8,0.5,10,0.5,2,0.002,False
DOE_2222101,1.8,0.5,10,0.5,2,0.002,True
DOE_2222110,1.8,0.5,10,0.5,2,0.006,False
DOE_2222111,1.8,0.5,10,0.5,2,0.006,True
DOE_2222120,1.8,0.5,10,0.5,2,0.01,False
DOE_2222121,1.8,0.5,10,0.5,2,0.01,True
DOE_2222200,1.8,0.5,10,0.5,3,0.002,False
DOE_2222201,1.8,0.5,10,0.5,3,0.002,True
DOE_2222210,1.8,0.5,10,0.5,3,0.006,False
DOE_2222211,1.8,0.5,10,0.5,3,0.006,True
DOE_2222220,1.8,0.5,10,0.5,3,0.01,False
DOE_2222221,1.8,0.5,10,0.5,3,0.01,True
